status,listone_name,docs_name,real_team,bsd_id,bsd_name,candidate_count,top_candidates,reason
automatic,Torro,Torro,Osasuna,2665,Lucas Torró,31,Lucas Torró [2665] score=94,
automatic,Victor Munoz,Victor Munoz,Osasuna,2668,Víctor Muñoz,31,Víctor Muñoz [2668] score=102 | Iker Muñoz [2678] score=90,
automatic,Abdul Mumin,Abdul Mumin,Rayo Vallecano,12045,Abdul Mumin,36,Abdul Mumin [12045] score=102,
automatic,Alemao,Alemao,Rayo Vallecano,915,Alemão,36,Alemão [915] score=102,
automatic,Alvaro Garcia,Alvaro Garcia,Rayo Vallecano,912,Álvaro García,36,Álvaro García [912] score=102,
automatic,Balliu,Balliu,Rayo Vallecano,916,Iván Balliu,36,Iván Balliu [916] score=94,
automatic,Batalla,Batalla - Cardenas,Rayo Vallecano,903,Augusto Batalla,36,Augusto Batalla [903] score=94 | Dani Cárdenas [920] score=90,
automatic,Camello,Camello,Rayo Vallecano,918,Sergio Camello,36,Sergio Camello [918] score=94,
automatic,Cardenas,Batalla - Cardenas,Rayo Vallecano,920,Dani Cárdenas,36,Dani Cárdenas [920] score=94,
automatic,Carlos Martin,Carlos Martin,Rayo Vallecano,781,Carlos Martín,36,Carlos Martín [781] score=102 | Ivan Alonso [37023] score=88,
automatic,Chavarria,Chavarria,Rayo Vallecano,907,Pep Chavarría,36,Pep Chavarría [907] score=94,
automatic,de Frutos,de Frutos,Rayo Vallecano,913,Jorge de Frutos,36,Jorge de Frutos [913] score=92,
no-name-match,Espino,Espino,Rayo Vallecano,,,36,,Nessun nome BSD compatibile nella rosa del club
automatic,Fran Perez,Fran Perez,Rayo Vallecano,909,Fran Pérez,36,Fran Pérez [909] score=102,
no-name-match,Gumbau,Gumbau,Rayo Vallecano,,,36,,Nessun nome BSD compatibile nella rosa del club
automatic,Ilias Akhomach,Ilias Akhomach,Rayo Vallecano,1778,Ilias Akhomach,36,Ilias Akhomach [1778] score=102,
automatic,Isi Palazon,Isi Palazon,Rayo Vallecano,3863,Isi Palazón,36,Isi Palazón [3863] score=102,
automatic,Lejeune,Lejeune,Rayo Vallecano,905,Florian Lejeune,36,Florian Lejeune [905] score=94,
automatic,Luiz Felipe,Luiz Felipe,Rayo Vallecano,917,Luiz Felipe,36,Luiz Felipe [917] score=102,
automatic,Nobel Mendy,Nobel Mendy,Rayo Vallecano,906,Nobel Mendy,36,Nobel Mendy [906] score=102,
automatic,Nteka,Nteka,Rayo Vallecano,4311,Randy Nteka,36,Randy Nteka [4311] score=94,
automatic,Oscar Valentin,Oscar Valentin,Rayo Vallecano,908,Óscar Valentín,36,Óscar Valentín [908] score=102,
automatic,Pathe Ciss,Pathe Ciss,Rayo Vallecano,3864,Pathé Ismaël Ciss,36,Pathé Ismaël Ciss [3864] score=98,
automatic,Pedro Diaz,Pedro Diaz,Rayo Vallecano,4019,Pedro Díaz,36,Pedro Díaz [4019] score=102,
automatic,Ratiu,Ratiu,Rayo Vallecano,904,Andrei Rațiu,36,Andrei Rațiu [904] score=94,
automatic,Trejo,Trejo,Rayo Vallecano,3865,Óscar Trejo,36,Óscar Trejo [3865] score=94,
automatic,Unai Lopez,Unai Lopez,Rayo Vallecano,910,Unai López,36,Unai López [910] score=102,
automatic,Vertrouwd,Vertrouwd,Rayo Vallecano,921,Jozhua Vertrouwd,36,Jozhua Vertrouwd [921] score=94,
automatic,Amrabat,Amrabat,Real Betis,2985,Sofyan Amrabat,32,Sofyan Amrabat [2985] score=94,
automatic,Angel Ortiz,Angel Ortiz,Real Betis,1580,Angel Ortiz,32,Angel Ortiz [1580] score=102,
automatic,Antony,Antony,Real Betis,2986,Antony,32,Antony [2986] score=102,
automatic,Avila,Avila,Real Betis,1583,Chimy Ávila,32,Chimy Ávila [1583] score=94,
automatic,Bakambu,Bakambu,Real Betis,1588,Cédric Bakambu,32,Cédric Bakambu [1588] score=94,
automatic,Bartra,Bartra,Real Betis,1570,Marc Bartra,32,Marc Bartra [1570] score=94,
automatic,Bellerin,Bellerin,Real Betis,3849,Héctor Bellerín,32,Héctor Bellerín [3849] score=94,
automatic,Cucho Hernandez,Cucho Hernandez,Real Betis,1578,Cucho Hernández,32,Cucho Hernández [1578] score=102,
automatic,Deossa,Deossa,Real Betis,1574,Nelson Deossa,32,Nelson Deossa [1574] score=94,
automatic,Ezzalzouli,Ezzalzouli,Real Betis,1577,Abdessamad Ezzalzouli,32,Abdessamad Ezzalzouli [1577] score=94,
automatic,Fidalgo,Fidalgo,Real Betis,9008,Álvaro Fidalgo,32,Álvaro Fidalgo [9008] score=94,
automatic,Firpo,Firpo,Real Betis,1586,Junior Firpo,32,Junior Firpo [1586] score=94,
automatic,Fornals,Fornals,Real Betis,1576,Pablo Fornals,32,Pablo Fornals [1576] score=94,
automatic,Isco,Isco,Real Betis,2987,Isco,32,Isco [2987] score=102,
automatic,Llorente,Llorente,Real Betis,1587,Diego Llorente,32,Diego Llorente [1587] score=94,
automatic,Lo Celso,Lo Celso,Real Betis,3850,Giovani Lo Celso,32,Giovani Lo Celso [3850] score=92,
automatic,Marc Roca,Marc Roca,Real Betis,1573,Marc Roca,32,Marc Roca [1573] score=102,
automatic,Natan,Natan,Real Betis,1571,Natan,32,Natan [1571] score=102,
automatic,Pablo Garcia,Pablo Garcia,Real Betis,1575,Pablo García,32,Pablo García [1575] score=102,
automatic,Pau Lopez,Pau Lopez - Valles,Real Betis,4331,Pau López,32,Pau López [4331] score=102 | Álvaro Valles [1568] score=90,
automatic,Ricardo Rodriguez,Ricardo Rodriguez,Real Betis,1582,Ricardo Rodríguez,32,Ricardo Rodríguez [1582] score=102,
automatic,Riquelme,Riquelme,Real Betis,1581,Rodrigo Riquelme,32,Rodrigo Riquelme [1581] score=94,
automatic,Ruibal,Ruibal,Real Betis,1569,Aitor Ruibal,32,Aitor Ruibal [1569] score=94,
automatic,Sergi Altimira,Sergi Altimira,Real Betis,1579,Sergi Altimira,32,Sergi Altimira [1579] score=102,
automatic,Valentin Gomez,Valentin Gomez,Real Betis,1572,Valentín Gómez,32,Valentín Gómez [1572] score=102,
automatic,Valles,Pau Lopez - Valles,Real Betis,4331,Pau López,32,Pau López [4331] score=100 | Álvaro Valles [1568] score=94,
automatic,Alaba,Alaba,Real Madrid,4020,David Alaba,41,David Alaba [4020] score=94,
automatic,Asencio,Asencio,Real Madrid,596,Raúl Asencio,41,Raúl Asencio [596] score=94,
automatic,Bellingham,Bellingham,Real Madrid,592,Jude Bellingham,41,Jude Bellingham [592] score=94,
automatic,Brahim Diaz,Brahim Diaz,Real Madrid,598,Brahim Díaz,41,Brahim Díaz [598] score=102,
automatic,Camavinga,Camavinga,Real Madrid,590,Eduardo Camavinga,41,Eduardo Camavinga [590] score=94,
automatic,Carreras,Carreras,Real Madrid,589,Álvaro Carreras,41,Álvaro Carreras [589] score=94,
automatic,Carvajal,Carvajal,Real Madrid,4343,Dani Carvajal,41,Dani Carvajal [4343] score=94,
automatic,Ceballos,Ceballos,Real Madrid,605,Dani Ceballos,41,Dani Ceballos [605] score=94,
automatic,Courtois,Courtois - Lunin,Real Madrid,585,Thibaut Courtois,41,Thibaut Courtois [585] score=94 | Andriy Lunin [601] score=90,
automatic,Fran Garcia,Fran Garcia,Real Madrid,603,Fran García,41,Fran García [603] score=102 | Gonzalo García [600] score=90,
automatic,Gonzalo Garcia,Gonzalo Garcia,Real Madrid,600,Gonzalo García,41,Gonzalo García [600] score=102 | Fran García [603] score=90,
automatic,Guler,Guler,Real Madrid,597,Arda Güler,41,Arda Güler [597] score=94,
automatic,Huijsen,Huijsen,Real Madrid,3818,Dean Huijsen,41,Dean Huijsen [3818] score=94,
automatic,Lunin,Courtois - Lunin,Real Madrid,601,Andriy Lunin,41,Andriy Lunin [601] score=94,
automatic,Mastantuono,Mastantuono,Real Madrid,604,Franco Mastantuono,41,Franco Mastantuono [604] score=94,
automatic,Mbappe,Mbappe,Real Madrid,594,Kylian Mbappé,41,Kylian Mbappé [594] score=94,
automatic,Mendy,Mendy,Real Madrid,1057,Ferland Mendy,41,Ferland Mendy [1057] score=94,
automatic,Militao,Militao,Real Madrid,587,Éder Militão,41,Éder Militão [587] score=94,
automatic,Rodrygo,Rodrygo,Real Madrid,599,Rodrygo,41,Rodrygo [599] score=102,
automatic,Rudiger,Rudiger,Real Madrid,588,Antonio Rüdiger,41,Antonio Rüdiger [588] score=94,
automatic,Tchouameni,Tchouameni,Real Madrid,591,Aurélien Tchouaméni,41,Aurélien Tchouaméni [591] score=94,
automatic,Trent,Trent,Real Madrid,586,Trent Alexander-Arnold,41,Trent Alexander-Arnold [586] score=94,
automatic,Valverde,Valverde,Real Madrid,593,Federico Valverde,41,Federico Valverde [593] score=94,
automatic,Vinicius,Vinicius,Real Madrid,595,Vinícius Júnior,41,Vinícius Júnior [595] score=94,
automatic,Aihen Munoz,Aihen Munoz,Real Sociedad,1761,Aihen Muñoz,21,Aihen Muñoz [1761] score=102,
automatic,Aramburu,Aramburu,Real Sociedad,1742,Jon Aramburu,21,Jon Aramburu [1742] score=94,
automatic,Barrenetxea,Barrenetxea,Real Sociedad,1752,Ander Barrenetxea,21,Ander Barrenetxea [1752] score=94,
automatic,Brais Mendez,Brais Mendez,Real Sociedad,1749,Brais Méndez,21,Brais Méndez [1749] score=102,
no-name-match,Caleta-Car,Caleta-Car,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
automatic,Elustondo,Elustondo,Real Sociedad,1744,Aritz Elustondo,21,Aritz Elustondo [1744] score=94,
automatic,Gorrotxategi,Gorrotxategi,Real Sociedad,1746,Jon Gorrotxategi,21,Jon Gorrotxategi [1746] score=94,
no-name-match,Goti,Goti,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
automatic,Guedes,Guedes,Real Sociedad,1750,Gonçalo Guedes,21,Gonçalo Guedes [1750] score=94,
automatic,Jon Martin,Jon Martin,Real Sociedad,1743,Jon Martin,21,Jon Martin [1743] score=102,
automatic,Karrikaburu,Karrikaburu,Real Sociedad,4387,Jon Karrikaburu,21,Jon Karrikaburu [4387] score=94,
automatic,Kubo,Kubo,Real Sociedad,1748,Takefusa Kubo,21,Takefusa Kubo [1748] score=94,
no-name-match,Mariezkurrena,Mariezkurrena,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
no-name-match,Marrero,Remiro - Marrero,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
automatic,Odriozola,Odriozola,Real Sociedad,1759,Álvaro Odriozola,21,Álvaro Odriozola [1759] score=94,
automatic,Oskarsson,Oskarsson,Real Sociedad,4814,Orri Óskarsson,21,Orri Óskarsson [4814] score=94,
automatic,Oyarzabal,Oyarzabal,Real Sociedad,3890,Mikel Oyarzabal,21,Mikel Oyarzabal [3890] score=94,
automatic,Pablo Marin,Pablo Marin,Real Sociedad,1743,Jon Martin,21,Jon Martin [1743] score=90,
automatic,Remiro,Remiro - Marrero,Real Sociedad,1741,Álex Remiro,21,Álex Remiro [1741] score=94,
no-name-match,Sadiq,Sadiq,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
automatic,Sergio Gomez,Sergio Gomez,Real Sociedad,1745,Sergio Gómez,21,Sergio Gómez [1745] score=102,
automatic,Soler,Soler,Real Sociedad,1747,Carlos Soler,21,Carlos Soler [1747] score=94,
automatic,Sucic,Sucic,Real Sociedad,1762,Luka Sučić,21,Luka Sučić [1762] score=94,
no-name-match,Turrientes,Turrientes,Real Sociedad,,,21,,Nessun nome BSD compatibile nella rosa del club
automatic,Wesley,Wesley,Real Sociedad,7876,Wesley,21,Wesley [7876] score=102,
automatic,Yangel Herrera,Yangel Herrera,Real Sociedad,4386,Yangel Herrera,21,Yangel Herrera [4386] score=102,
automatic,Zakharyan,Zakharyan,Real Sociedad,1753,Arsen Zakharyan,21,Arsen Zakharyan [1753] score=94,
automatic,Zubeldia,Zubeldia,Real Sociedad,4127,Igor Zubeldia,21,Igor Zubeldia [4127] score=94,
automatic,Agoume,Agoume,Sevilla,1559,Lucien Agoumé,35,Lucien Agoumé [1559] score=94,
automatic,Akor Adams,Akor Adams,Sevilla,1555,Akor Adams,35,Akor Adams [1555] score=102,
automatic,Alexis Sanchez,Alexis Sanchez,Sevilla,1558,Alexis Sánchez,35,Alexis Sánchez [1558] score=102 | Juanlu Sánchez [1546] score=90,
no-name-match,Andres Lopez,Andres Lopez,Sevilla,,,35,,Nessun nome BSD compatibile nella rosa del club
automatic,Azpilicueta,Azpilicueta,Sevilla,1547,César Azpilicueta,35,César Azpilicueta [1547] score=94,
automatic,Carmona,Carmona,Sevilla,1549,José Ángel Carmona,35,José Ángel Carmona [1549] score=94,
automatic,Ejuke,Ejuke,Sevilla,1552,Chidera Ejuke,35,Chidera Ejuke [1552] score=94,
automatic,Fabio Cardoso,Fabio Cardoso,Sevilla,1562,Fábio Cardoso,35,Fábio Cardoso [1562] score=102,
automatic,Gudelj,Gudelj,Sevilla,1567,Nemanja Gudelj,35,Nemanja Gudelj [1567] score=94,
automatic,Isaac Romero,Isaac Romero,Sevilla,1557,Isaac Romero,35,Isaac Romero [1557] score=102 | Rafa Romero [4860] score=90,
automatic,Januzaj,Januzaj,Sevilla,3802,Adnan Januzaj,35,Adnan Januzaj [3802] score=94,
automatic,Joan Jordan,Joan Jordan,Sevilla,1565,Joan Jordán,35,Joan Jordán [1565] score=102,
automatic,Juanlu,Juanlu,Sevilla,1546,Juanlu Sánchez,35,Juanlu Sánchez [1546] score=94,
automatic,Manu Bueno,Manu Bueno,Sevilla,1564,Manu Bueno,35,Manu Bueno [1564] score=102,
automatic,Marcao,Marcao,Sevilla,1548,Marcão,35,Marcão [1548] score=102,
automatic,Nianzou,Nianzou,Sevilla,4090,Tanguy Nianzou,35,Tanguy Nianzou [4090] score=94,
automatic,Nyland,Vlachodimos - Nyland,Sevilla,1561,Ørjan Nyland,35,Ørjan Nyland [1561] score=94,
automatic,Peque,Peque,Sevilla,1553,Peque Fernández,35,Peque Fernández [1553] score=94,
automatic,Ruben Vargas,Ruben Vargas,Sevilla,3803,Rubén Vargas,35,Rubén Vargas [3803] score=102,
automatic,Salas,Salas,Sevilla,1556,Kike Salas,35,Kike Salas [1556] score=94,
automatic,Sierra,Sierra,Sevilla,1560,Miguel Sierra,35,Miguel Sierra [1560] score=94,
automatic,Sow,Sow,Sevilla,1550,Djibril Sow,35,Djibril Sow [1550] score=94,
automatic,Suazo,Suazo,Sevilla,3801,Gabriel Suazo,35,Gabriel Suazo [3801] score=94,
automatic,Vlachodimos,Vlachodimos - Nyland,Sevilla,1545,Odysseas Vlachodimos,35,Odysseas Vlachodimos [1545] score=94 | Ørjan Nyland [1561] score=90,
automatic,Juan Iglesias,Juan Iglesias,Sevilla/Getafe,2737,Juan Iglesias,68,Juan Iglesias [2737] score=102,
automatic,Agirrezabala,Agirrezabala - Dimitrievski,Valencia,923,Julen Agirrezabala,41,Julen Agirrezabala [923] score=94 | Stole Dimitrievski [939] score=90,
automatic,Andre Almeida,Andre Almeida,Valencia,931,André Almeida,41,André Almeida [931] score=102,
automatic,Beltran,Beltran,Valencia,936,Lucas Beltrán,41,Lucas Beltrán [936] score=94,
automatic,Comert,Comert,Valencia,942,Eray Cömert,41,Eray Cömert [942] score=94,
automatic,Copete,Copete,Valencia,926,José Copete,41,José Copete [926] score=94,
automatic,Correia,Correia,Valencia,924,Thierry Correia,41,Thierry Correia [924] score=94,
automatic,Danjuma,Danjuma,Valencia,934,Arnaut Danjuma,41,Arnaut Danjuma [934] score=94,
automatic,Diakhaby,Diakhaby,Valencia,4549,Mouctar Diakhaby,41,Mouctar Diakhaby [4549] score=94,
automatic,Diego Lopez,Diego Lopez,Valencia,932,Diego López,41,Diego López [932] score=102,
automatic,Dimitrievski,Agirrezabala - Dimitrievski,Valencia,939,Stole Dimitrievski,41,Stole Dimitrievski [939] score=94,
automatic,Foulquier,Foulquier,Valencia,944,Dimitri Foulquier,41,Dimitri Foulquier [944] score=94,
automatic,Gaya,Gaya,Valencia,927,José Luis Gayà,41,José Luis Gayà [927] score=94,
automatic,Guido Rodriguez,Guido Rodriguez,Valencia,1652,Guido Rodríguez,41,Guido Rodríguez [1652] score=102,
automatic,Hugo Duro,Hugo Duro,Valencia,933,Hugo Duro,41,Hugo Duro [933] score=102,
automatic,Javi Guerra,Javi Guerra,Valencia,928,Javier Guerra,41,Javier Guerra [928] score=100,
automatic,Pepelu,Pepelu,Valencia,929,Pepelu,41,Pepelu [929] score=102,
automatic,Raba,Raba,Valencia,938,Dani Raba,41,Dani Raba [938] score=94,
automatic,Ramazani,Ramazani,Valencia,4550,Largie Ramazani,41,Largie Ramazani [4550] score=94,
automatic,Rioja,Rioja,Valencia,930,Luis Rioja,41,Luis Rioja [930] score=94,
automatic,Sadiq,Sadiq,Valencia,1751,Umar Sadiq,41,Umar Sadiq [1751] score=94,
automatic,Santamaria,Santamaria,Valencia,937,Baptiste Santamaria,41,Baptiste Santamaria [937] score=94,
automatic,Tarrega,Tarrega,Valencia,925,César Tárrega,41,César Tárrega [925] score=94,
automatic,Ugrinic,Ugrinic,Valencia,935,Filip Ugrinić,41,Filip Ugrinić [935] score=94,
automatic,Vazquez,Vazquez,Valencia,941,Jesús Vázquez,41,Jesús Vázquez [941] score=94 | Aimar Blazquez [4837] score=88,
no-name-match,Adrià Altimira,Adrià Altimira,Villarreal,,,32,,Nessun nome BSD compatibile nella rosa del club
automatic,Alfon,Alfon,Villarreal,1554,Alfon González,32,Alfon González [1554] score=94,
automatic,Ayoze Perez,Ayoze Perez,Villarreal,1774,Ayoze Pérez,32,Ayoze Pérez [1774] score=102,
automatic,Buchanan,Buchanan,Villarreal,1769,Tajon Buchanan,32,Tajon Buchanan [1769] score=94,
automatic,Cabanes,Cabanes,Villarreal,4876,Pau Cabanes,32,Pau Cabanes [4876] score=94,
automatic,Cardona,Cardona,Villarreal,1777,Sergi Cardona,32,Sergi Cardona [1777] score=94,
automatic,Comesana,Comesana,Villarreal,1770,Santi Comesaña,32,Santi Comesaña [1770] score=94,
automatic,Foyth,Foyth,Villarreal,1766,Juan Foyth,32,Juan Foyth [1766] score=94,
automatic,Freeman,Freeman,Villarreal,8860,Alexander Freeman,32,Alexander Freeman [8860] score=94,
automatic,Gerard Moreno,Gerard Moreno,Villarreal,1773,Gerard Moreno,32,Gerard Moreno [1773] score=102 | Santiago Mouriño [1765] score=88,
automatic,Kambwala,Kambwala,Villarreal,13639,Willy Kambwala,32,Willy Kambwala [13639] score=94,
automatic,Logan Costa,Logan Costa,Villarreal,22088,Logan Costa,32,Logan Costa [22088] score=102,
automatic,Luiz Junior,Luiz Junior - Tenas,Villarreal,1764,Luiz Júnior,32,Luiz Júnior [1764] score=102 | Arnau Tenas [1780] score=90,
automatic,Mikautadze,Mikautadze,Villarreal,1776,Georges Mikautadze,32,Georges Mikautadze [1776] score=94,
automatic,Moleiro,Moleiro,Villarreal,1772,Alberto Moleiro,32,Alberto Moleiro [1772] score=94,
automatic,Mourino,Mourino,Villarreal,1765,Santiago Mouriño,32,Santiago Mouriño [1765] score=94 | Gerard Moreno [1773] score=88,
automatic,Pape Gueye,Pape Gueye,Villarreal,1771,Pape Gueye,32,Pape Gueye [1771] score=102,
automatic,Parejo,Parejo,Villarreal,1775,Dani Parejo,32,Dani Parejo [1775] score=94,
automatic,Partey,Partey,Villarreal,1784,Thomas Partey,32,Thomas Partey [1784] score=94,
automatic,Pau Navarro,Pau Navarro,Villarreal,1782,Pau Navarro,32,Pau Navarro [1782] score=102,
automatic,Pepe,Pepe,Villarreal,1786,Nicolas Pépé,32,Nicolas Pépé [1786] score=94,
automatic,Rafa Marin,Rafa Marin,Villarreal,1767,Rafa Marín,32,Rafa Marín [1767] score=102,
automatic,Renato Veiga,Renato Veiga,Villarreal,1781,Renato Veiga,32,Renato Veiga [1781] score=102,
automatic,Tenas,Luiz Junior - Tenas,Villarreal,1764,Luiz Júnior,32,Luiz Júnior [1764] score=100 | Arnau Tenas [1780] score=94,
